,gene,name,total,max1,max3
36815,ENSG00000279108,somethw,-1.0,-1.0,-1.0
36816,ENSG00000155465,somethw,-1.0,-1.0,-1.0
36817,ENSG00000272159,somethw,-1.0,-1.0,-1.0
36818,ENSG00000207110,somethw,-1.0,-1.0,-1.0
36819,ENSG00000254030,somethw,-1.0,-1.0,-1.0
36820,ENSG00000142511,somethw,-1.0,-1.0,-1.0
36821,ENSG00000207356,somethw,-1.0,-1.0,-1.0
36822,ENSG00000255105,somethw,-1.0,-1.0,-1.0
36823,ENSG00000230750,somethw,-1.0,-1.0,-1.0
36824,ENSG00000280339,somethw,-1.0,-1.0,-1.0
36825,ENSG00000166855,somethw,-1.0,-1.0,-1.0
36826,ENSG00000135744,somethw,-1.0,-1.0,-1.0
36827,ENSG00000258677,somethw,-1.0,-1.0,-1.0
36828,ENSG00000140284,somethw,-1.0,-1.0,-1.0
36829,ENSG00000234481,somethw,-1.0,-1.0,-1.0
36830,ENSG00000271855,somethw,-1.0,-1.0,-1.0
36831,ENSG00000130234,somethw,-1.0,-1.0,-1.0
36832,ENSG00000107937,somethw,-1.0,-1.0,-1.0
36833,ENSG00000101639,somethw,-1.0,-1.0,-1.0
36834,ENSG00000232590,somethw,-1.0,-1.0,-1.0
36835,ENSG00000224308,somethw,-1.0,-1.0,-1.0
36836,ENSG00000248769,somethw,-1.0,-1.0,-1.0
36837,ENSG00000226594,somethw,-1.0,-1.0,-1.0
36838,ENSG00000105507,somethw,-1.0,-1.0,-1.0
36839,ENSG00000207166,somethw,-1.0,-1.0,-1.0
36840,ENSG00000248634,somethw,-1.0,-1.0,-1.0
36841,ENSG00000112706,somethw,-1.0,-1.0,-1.0
36842,ENSG00000278540,somethw,-1.0,-1.0,-1.0
36843,ENSG00000184903,somethw,-1.0,-1.0,-1.0
36844,ENSG00000186231,somethw,-1.0,-1.0,-1.0
36845,ENSG00000279872,somethw,-1.0,-1.0,-1.0
36846,ENSG00000206857,somethw,-1.0,-1.0,-1.0
36847,ENSG00000227838,somethw,-1.0,-1.0,-1.0
36848,ENSG00000201770,somethw,-1.0,-1.0,-1.0
36849,ENSG00000212306,somethw,-1.0,-1.0,-1.0
36850,ENSG00000169432,somethw,-1.0,-1.0,-1.0
36851,ENSG00000250939,somethw,-1.0,-1.0,-1.0
36852,ENSG00000233225,somethw,-1.0,-1.0,-1.0
36853,ENSG00000226306,somethw,-1.0,-1.0,-1.0
36854,ENSG00000216895,somethw,-1.0,-1.0,-1.0
36855,ENSG00000154162,somethw,-1.0,-1.0,-1.0
36856,ENSG00000259553,somethw,-1.0,-1.0,-1.0
36857,ENSG00000163815,somethw,-1.0,-1.0,-1.0
36858,ENSG00000274625,somethw,-1.0,-1.0,-1.0
36859,ENSG00000204555,somethw,-1.0,-1.0,-1.0
36860,ENSG00000100379,somethw,-1.0,-1.0,-1.0
36861,ENSG00000254771,somethw,-1.0,-1.0,-1.0
36862,ENSG00000197334,somethw,-1.0,-1.0,-1.0
36863,ENSG00000273493,somethw,-1.0,-1.0,-1.0
36864,ENSG00000258548,somethw,-1.0,-1.0,-1.0
36865,ENSG00000249894,somethw,-1.0,-1.0,-1.0
36866,ENSG00000206774,somethw,-1.0,-1.0,-1.0
36867,ENSG00000231313,somethw,-1.0,-1.0,-1.0
36868,ENSG00000100814,somethw,-1.0,-1.0,-1.0
36869,ENSG00000172243,somethw,-1.0,-1.0,-1.0
36870,ENSG00000223823,somethw,-1.0,-1.0,-1.0
36871,ENSG00000168288,somethw,-1.0,-1.0,-1.0
36872,ENSG00000145476,somethw,-1.0,-1.0,-1.0
36873,ENSG00000115540,somethw,-1.0,-1.0,-1.0
36874,ENSG00000230361,somethw,-1.0,-1.0,-1.0
36875,ENSG00000261501,somethw,-1.0,-1.0,-1.0
36876,ENSG00000254752,somethw,-1.0,-1.0,-1.0
36877,ENSG00000207263,somethw,-1.0,-1.0,-1.0
36878,ENSG00000270328,somethw,-1.0,-1.0,-1.0
36879,ENSG00000103852,somethw,-1.0,-1.0,-1.0
36880,ENSG00000243824,somethw,-1.0,-1.0,-1.0
36881,ENSG00000133475,somethw,-1.0,-1.0,-1.0
36882,ENSG00000268455,somethw,-1.0,-1.0,-1.0
36883,ENSG00000261633,somethw,-1.0,-1.0,-1.0
36884,ENSG00000234938,somethw,-1.0,-1.0,-1.0
36885,ENSG00000130270,somethw,-1.0,-1.0,-1.0
36886,ENSG00000122299,somethw,-1.0,-1.0,-1.0
36887,ENSG00000135999,somethw,-1.0,-1.0,-1.0
36888,ENSG00000240766,somethw,-1.0,-1.0,-1.0
36889,ENSG00000243276,somethw,-1.0,-1.0,-1.0
36890,ENSG00000110060,somethw,-1.0,-1.0,-1.0
36891,ENSG00000199480,somethw,-1.0,-1.0,-1.0
36892,ENSG00000245112,somethw,-1.0,-1.0,-1.0
36893,ENSG00000226375,somethw,-1.0,-1.0,-1.0
36894,ENSG00000223825,somethw,-1.0,-1.0,-1.0
36895,ENSG00000095383,somethw,-1.0,-1.0,-1.0
36896,ENSG00000253311,somethw,-1.0,-1.0,-1.0
36897,ENSG00000279482,somethw,-1.0,-1.0,-1.0
36898,ENSG00000227343,somethw,-1.0,-1.0,-1.0
36899,ENSG00000226216,somethw,-1.0,-1.0,-1.0
36900,ENSG00000268818,somethw,-1.0,-1.0,-1.0
36901,ENSG00000137573,somethw,-1.0,-1.0,-1.0
36902,ENSG00000199713,somethw,-1.0,-1.0,-1.0
36903,ENSG00000205846,somethw,-1.0,-1.0,-1.0
36904,ENSG00000182912,somethw,-1.0,-1.0,-1.0
36905,ENSG00000252820,somethw,-1.0,-1.0,-1.0
36906,ENSG00000225778,somethw,-1.0,-1.0,-1.0
36907,ENSG00000207332,somethw,-1.0,-1.0,-1.0
36908,ENSG00000218073,somethw,-1.0,-1.0,-1.0
36909,ENSG00000240750,somethw,-1.0,-1.0,-1.0
36910,ENSG00000246523,somethw,-1.0,-1.0,-1.0
36911,ENSG00000264732,somethw,-1.0,-1.0,-1.0
36912,ENSG00000221611,somethw,-1.0,-1.0,-1.0
36913,ENSG00000211450,somethw,-1.0,-1.0,-1.0
36914,ENSG00000269800,somethw,-1.0,-1.0,-1.0
36915,ENSG00000132912,somethw,-1.0,-1.0,-1.0
36916,ENSG00000081479,somethw,-1.0,-1.0,-1.0
36917,ENSG00000279294,somethw,-1.0,-1.0,-1.0
36918,ENSG00000235101,somethw,-1.0,-1.0,-1.0
36919,ENSG00000223046,somethw,-1.0,-1.0,-1.0
36920,ENSG00000125991,somethw,-1.0,-1.0,-1.0
36921,ENSG00000091181,somethw,-1.0,-1.0,-1.0
36922,ENSG00000125826,somethw,-1.0,-1.0,-1.0
36923,ENSG00000241526,somethw,-1.0,-1.0,-1.0
36924,ENSG00000225896,somethw,-1.0,-1.0,-1.0
36925,ENSG00000106609,somethw,-1.0,-1.0,-1.0
36926,ENSG00000185485,somethw,-1.0,-1.0,-1.0
36927,ENSG00000135976,somethw,-1.0,-1.0,-1.0
36928,ENSG00000136111,somethw,-1.0,-1.0,-1.0
36929,ENSG00000266240,somethw,-1.0,-1.0,-1.0
36930,ENSG00000231667,somethw,-1.0,-1.0,-1.0
36931,ENSG00000200903,somethw,-1.0,-1.0,-1.0
36932,ENSG00000142961,somethw,-1.0,-1.0,-1.0
36933,ENSG00000169508,somethw,-1.0,-1.0,-1.0
36934,ENSG00000099338,somethw,-1.0,-1.0,-1.0
36935,ENSG00000159433,somethw,-1.0,-1.0,-1.0
36936,ENSG00000184939,somethw,-1.0,-1.0,-1.0
36937,ENSG00000255958,somethw,-1.0,-1.0,-1.0
36938,ENSG00000259950,somethw,-1.0,-1.0,-1.0
36939,ENSG00000258970,somethw,-1.0,-1.0,-1.0
36940,ENSG00000171928,somethw,-1.0,-1.0,-1.0
36941,ENSG00000270392,somethw,-1.0,-1.0,-1.0
36942,ENSG00000227353,somethw,-1.0,-1.0,-1.0
36943,ENSG00000185313,somethw,-1.0,-1.0,-1.0
36944,ENSG00000202490,somethw,-1.0,-1.0,-1.0
36945,ENSG00000214097,somethw,-1.0,-1.0,-1.0
36946,ENSG00000261242,somethw,-1.0,-1.0,-1.0
36947,ENSG00000236509,somethw,-1.0,-1.0,-1.0
36948,ENSG00000204478,somethw,-1.0,-1.0,-1.0
36949,ENSG00000228184,somethw,-1.0,-1.0,-1.0
36950,ENSG00000102753,somethw,-1.0,-1.0,-1.0
36951,ENSG00000151116,somethw,-1.0,-1.0,-1.0
36952,ENSG00000126243,somethw,-1.0,-1.0,-1.0
36953,ENSG00000252326,somethw,-1.0,-1.0,-1.0
36954,ENSG00000251220,somethw,-1.0,-1.0,-1.0
36955,ENSG00000198060,somethw,-1.0,-1.0,-1.0
36956,ENSG00000269761,somethw,-1.0,-1.0,-1.0
36957,ENSG00000253868,somethw,-1.0,-1.0,-1.0
36958,ENSG00000130368,somethw,-1.0,-1.0,-1.0
36959,ENSG00000233384,somethw,-1.0,-1.0,-1.0
36960,ENSG00000228526,somethw,-1.0,-1.0,-1.0
36961,ENSG00000112053,somethw,-1.0,-1.0,-1.0
36962,ENSG00000179331,somethw,-1.0,-1.0,-1.0
36963,ENSG00000224095,somethw,-1.0,-1.0,-1.0
36964,ENSG00000257820,somethw,-1.0,-1.0,-1.0
36965,ENSG00000225935,somethw,-1.0,-1.0,-1.0
36966,ENSG00000105643,somethw,-1.0,-1.0,-1.0
36967,ENSG00000231487,somethw,-1.0,-1.0,-1.0
36968,ENSG00000207454,somethw,-1.0,-1.0,-1.0
36969,ENSG00000143469,somethw,-1.0,-1.0,-1.0
36970,ENSG00000268736,somethw,-1.0,-1.0,-1.0
36971,ENSG00000255804,somethw,-1.0,-1.0,-1.0
36972,ENSG00000234241,somethw,-1.0,-1.0,-1.0
36973,ENSG00000143970,somethw,-1.0,-1.0,-1.0
36974,ENSG00000222923,somethw,-1.0,-1.0,-1.0
36975,ENSG00000230734,somethw,-1.0,-1.0,-1.0
36976,ENSG00000206685,somethw,-1.0,-1.0,-1.0
36977,ENSG00000249171,somethw,-1.0,-1.0,-1.0
36978,ENSG00000236167,somethw,-1.0,-1.0,-1.0
36979,ENSG00000228510,somethw,-1.0,-1.0,-1.0
36980,ENSG00000250375,somethw,-1.0,-1.0,-1.0
36981,ENSG00000278890,somethw,-1.0,-1.0,-1.0
36982,ENSG00000270021,somethw,-1.0,-1.0,-1.0
36983,ENSG00000267343,somethw,-1.0,-1.0,-1.0
36984,ENSG00000206738,somethw,-1.0,-1.0,-1.0
36985,ENSG00000257702,somethw,-1.0,-1.0,-1.0
36986,ENSG00000157240,somethw,-1.0,-1.0,-1.0
36987,ENSG00000280179,somethw,-1.0,-1.0,-1.0
36988,ENSG00000221240,somethw,-1.0,-1.0,-1.0
36989,ENSG00000231752,somethw,-1.0,-1.0,-1.0
36990,ENSG00000117152,somethw,-1.0,-1.0,-1.0
36991,ENSG00000129864,somethw,-1.0,-1.0,-1.0
36992,ENSG00000163064,somethw,-1.0,-1.0,-1.0
36993,ENSG00000251580,somethw,-1.0,-1.0,-1.0
36994,ENSG00000180764,somethw,-1.0,-1.0,-1.0
36995,ENSG00000257219,somethw,-1.0,-1.0,-1.0
36996,ENSG00000164073,somethw,-1.0,-1.0,-1.0
36997,ENSG00000249441,somethw,-1.0,-1.0,-1.0
36998,ENSG00000230697,somethw,-1.0,-1.0,-1.0
36999,ENSG00000251401,somethw,-1.0,-1.0,-1.0
37000,ENSG00000119714,somethw,-1.0,-1.0,-1.0
37001,ENSG00000279811,somethw,-1.0,-1.0,-1.0
37002,ENSG00000224628,somethw,-1.0,-1.0,-1.0
37003,ENSG00000239199,somethw,-1.0,-1.0,-1.0
37004,ENSG00000153266,somethw,-1.0,-1.0,-1.0
37005,ENSG00000101346,somethw,-1.0,-1.0,-1.0
37006,ENSG00000230438,somethw,-1.0,-1.0,-1.0
37007,ENSG00000206763,somethw,-1.0,-1.0,-1.0
37008,ENSG00000200645,somethw,-1.0,-1.0,-1.0
37009,ENSG00000276225,somethw,-1.0,-1.0,-1.0
37010,ENSG00000237649,somethw,-1.0,-1.0,-1.0
37011,ENSG00000257995,somethw,-1.0,-1.0,-1.0
37012,ENSG00000100711,somethw,-1.0,-1.0,-1.0
37013,ENSG00000230807,somethw,-1.0,-1.0,-1.0
37014,ENSG00000201013,somethw,-1.0,-1.0,-1.0
37015,ENSG00000242686,somethw,-1.0,-1.0,-1.0
37016,ENSG00000253476,somethw,-1.0,-1.0,-1.0
37017,ENSG00000251483,somethw,-1.0,-1.0,-1.0
37018,ENSG00000265056,somethw,-1.0,-1.0,-1.0
37019,ENSG00000273890,somethw,-1.0,-1.0,-1.0
37020,ENSG00000232446,somethw,-1.0,-1.0,-1.0
37021,ENSG00000155906,somethw,-1.0,-1.0,-1.0
37022,ENSG00000231643,somethw,-1.0,-1.0,-1.0
37023,ENSG00000076706,somethw,-1.0,-1.0,-1.0
37024,ENSG00000143437,somethw,-1.0,-1.0,-1.0
37025,ENSG00000222154,somethw,-1.0,-1.0,-1.0
37026,ENSG00000252821,somethw,-1.0,-1.0,-1.0
37027,ENSG00000111348,somethw,-1.0,-1.0,-1.0
37028,ENSG00000237748,somethw,-1.0,-1.0,-1.0
37029,ENSG00000264534,somethw,-1.0,-1.0,-1.0
37030,ENSG00000257528,somethw,-1.0,-1.0,-1.0
37031,ENSG00000202199,somethw,-1.0,-1.0,-1.0
37032,ENSG00000244326,somethw,-1.0,-1.0,-1.0
37033,ENSG00000123171,somethw,-1.0,-1.0,-1.0
37034,ENSG00000175877,somethw,-1.0,-1.0,-1.0
37035,ENSG00000231964,somethw,-1.0,-1.0,-1.0
37036,ENSG00000115421,somethw,-1.0,-1.0,-1.0
37037,ENSG00000151327,somethw,-1.0,-1.0,-1.0
37038,ENSG00000234973,somethw,-1.0,-1.0,-1.0
37039,ENSG00000182916,somethw,-1.0,-1.0,-1.0
37040,ENSG00000261033,somethw,-1.0,-1.0,-1.0
37041,ENSG00000199572,somethw,-1.0,-1.0,-1.0
37042,ENSG00000277702,somethw,-1.0,-1.0,-1.0
37043,ENSG00000253357,somethw,-1.0,-1.0,-1.0
37044,ENSG00000231226,somethw,-1.0,-1.0,-1.0
37045,ENSG00000261590,somethw,-1.0,-1.0,-1.0
37046,ENSG00000244318,somethw,-1.0,-1.0,-1.0
37047,ENSG00000185040,somethw,-1.0,-1.0,-1.0
37048,ENSG00000166225,somethw,-1.0,-1.0,-1.0
37049,ENSG00000214160,somethw,-1.0,-1.0,-1.0
37050,ENSG00000206579,somethw,-1.0,-1.0,-1.0
37051,ENSG00000212228,somethw,-1.0,-1.0,-1.0
37052,ENSG00000239080,somethw,-1.0,-1.0,-1.0
37053,ENSG00000011083,somethw,-1.0,-1.0,-1.0
37054,ENSG00000201003,somethw,-1.0,-1.0,-1.0
37055,ENSG00000269906,somethw,-1.0,-1.0,-1.0
37056,ENSG00000090273,somethw,-1.0,-1.0,-1.0
37057,ENSG00000185046,somethw,-1.0,-1.0,-1.0
37058,ENSG00000232604,somethw,-1.0,-1.0,-1.0
37059,ENSG00000144644,somethw,-1.0,-1.0,-1.0
37060,ENSG00000241912,somethw,-1.0,-1.0,-1.0
37061,ENSG00000213303,somethw,-1.0,-1.0,-1.0
37062,ENSG00000280202,somethw,-1.0,-1.0,-1.0
37063,ENSG00000203705,somethw,-1.0,-1.0,-1.0
37064,ENSG00000221803,somethw,-1.0,-1.0,-1.0
37065,ENSG00000263503,somethw,-1.0,-1.0,-1.0
37066,ENSG00000202508,somethw,-1.0,-1.0,-1.0
37067,ENSG00000105289,somethw,-1.0,-1.0,-1.0
37068,ENSG00000229915,somethw,-1.0,-1.0,-1.0
37069,ENSG00000228485,somethw,-1.0,-1.0,-1.0
37070,ENSG00000226996,somethw,-1.0,-1.0,-1.0
37071,ENSG00000221826,somethw,-1.0,-1.0,-1.0
37072,ENSG00000206816,somethw,-1.0,-1.0,-1.0
37073,ENSG00000115423,somethw,-1.0,-1.0,-1.0
37074,ENSG00000211928,somethw,-1.0,-1.0,-1.0
37075,ENSG00000218698,somethw,-1.0,-1.0,-1.0
37076,ENSG00000196247,somethw,-1.0,-1.0,-1.0
37077,ENSG00000256298,somethw,-1.0,-1.0,-1.0
37078,ENSG00000229901,somethw,-1.0,-1.0,-1.0
37079,ENSG00000272218,somethw,-1.0,-1.0,-1.0
37080,ENSG00000207186,somethw,-1.0,-1.0,-1.0
37081,ENSG00000064313,somethw,-1.0,-1.0,-1.0
37082,ENSG00000228467,somethw,-1.0,-1.0,-1.0
37083,ENSG00000079332,somethw,-1.0,-1.0,-1.0
37084,ENSG00000232818,somethw,-1.0,-1.0,-1.0
37085,ENSG00000130377,somethw,-1.0,-1.0,-1.0
37086,ENSG00000231912,somethw,-1.0,-1.0,-1.0
37087,ENSG00000174842,somethw,-1.0,-1.0,-1.0
37088,ENSG00000258313,somethw,-1.0,-1.0,-1.0
37089,ENSG00000276952,somethw,-1.0,-1.0,-1.0
37090,ENSG00000172900,somethw,-1.0,-1.0,-1.0
37091,ENSG00000235128,somethw,-1.0,-1.0,-1.0
37092,ENSG00000272391,somethw,-1.0,-1.0,-1.0
37093,ENSG00000164694,somethw,-1.0,-1.0,-1.0
37094,ENSG00000206820,somethw,-1.0,-1.0,-1.0
37095,ENSG00000158859,somethw,-1.0,-1.0,-1.0
37096,ENSG00000132196,somethw,-1.0,-1.0,-1.0
37097,ENSG00000269883,somethw,-1.0,-1.0,-1.0
37098,ENSG00000251050,somethw,-1.0,-1.0,-1.0
37099,ENSG00000144642,somethw,-1.0,-1.0,-1.0
37100,ENSG00000239383,somethw,-1.0,-1.0,-1.0
37101,ENSG00000250268,somethw,-1.0,-1.0,-1.0
37102,ENSG00000222589,somethw,-1.0,-1.0,-1.0
37103,ENSG00000249263,somethw,-1.0,-1.0,-1.0
37104,ENSG00000226565,somethw,-1.0,-1.0,-1.0
37105,ENSG00000269902,somethw,-1.0,-1.0,-1.0
37106,ENSG00000274976,somethw,-1.0,-1.0,-1.0
37107,ENSG00000251958,somethw,-1.0,-1.0,-1.0
37108,ENSG00000224865,somethw,-1.0,-1.0,-1.0
37109,ENSG00000261771,somethw,-1.0,-1.0,-1.0
37110,ENSG00000215343,somethw,-1.0,-1.0,-1.0
37111,ENSG00000241317,somethw,-1.0,-1.0,-1.0
37112,ENSG00000070601,somethw,-1.0,-1.0,-1.0
37113,ENSG00000210195,somethw,-1.0,-1.0,-1.0
37114,ENSG00000274303,somethw,-1.0,-1.0,-1.0
37115,ENSG00000155097,somethw,-1.0,-1.0,-1.0
37116,ENSG00000255272,somethw,-1.0,-1.0,-1.0
37117,ENSG00000226835,somethw,-1.0,-1.0,-1.0
37118,ENSG00000275516,somethw,-1.0,-1.0,-1.0
37119,ENSG00000164675,somethw,-1.0,-1.0,-1.0
37120,ENSG00000136856,somethw,-1.0,-1.0,-1.0
37121,ENSG00000146826,somethw,-1.0,-1.0,-1.0
37122,ENSG00000270560,somethw,-1.0,-1.0,-1.0
37123,ENSG00000215371,somethw,-1.0,-1.0,-1.0
37124,ENSG00000229097,somethw,-1.0,-1.0,-1.0
37125,ENSG00000254605,somethw,-1.0,-1.0,-1.0
37126,ENSG00000225169,somethw,-1.0,-1.0,-1.0
37127,ENSG00000270147,somethw,-1.0,-1.0,-1.0
37128,ENSG00000136854,somethw,-1.0,-1.0,-1.0
37129,ENSG00000123728,somethw,-1.0,-1.0,-1.0
37130,ENSG00000237126,somethw,-1.0,-1.0,-1.0
37131,ENSG00000176343,somethw,-1.0,-1.0,-1.0
37132,ENSG00000277198,somethw,-1.0,-1.0,-1.0
37133,ENSG00000137720,somethw,-1.0,-1.0,-1.0
37134,ENSG00000117625,somethw,-1.0,-1.0,-1.0
37135,ENSG00000067191,somethw,-1.0,-1.0,-1.0
37136,ENSG00000165480,somethw,-1.0,-1.0,-1.0
37137,ENSG00000164692,somethw,-1.0,-1.0,-1.0
37138,ENSG00000239958,somethw,-1.0,-1.0,-1.0
37139,ENSG00000114654,somethw,-1.0,-1.0,-1.0
37140,ENSG00000263316,somethw,-1.0,-1.0,-1.0
37141,ENSG00000237774,somethw,-1.0,-1.0,-1.0
37142,ENSG00000250329,somethw,-1.0,-1.0,-1.0
37143,ENSG00000239202,somethw,-1.0,-1.0,-1.0
37144,ENSG00000242477,somethw,-1.0,-1.0,-1.0
37145,ENSG00000259152,somethw,-1.0,-1.0,-1.0
37146,ENSG00000250615,somethw,-1.0,-1.0,-1.0
37147,ENSG00000280407,somethw,-1.0,-1.0,-1.0
37148,ENSG00000228294,somethw,-1.0,-1.0,-1.0
37149,ENSG00000253434,somethw,-1.0,-1.0,-1.0
37150,ENSG00000261560,somethw,-1.0,-1.0,-1.0
37151,ENSG00000160294,somethw,-1.0,-1.0,-1.0
37152,ENSG00000180105,somethw,-1.0,-1.0,-1.0
37153,ENSG00000109182,somethw,-1.0,-1.0,-1.0
37154,ENSG00000236754,somethw,-1.0,-1.0,-1.0
37155,ENSG00000137393,somethw,-1.0,-1.0,-1.0
37156,ENSG00000267149,somethw,-1.0,-1.0,-1.0
37157,ENSG00000243155,somethw,-1.0,-1.0,-1.0
37158,ENSG00000054796,somethw,-1.0,-1.0,-1.0
37159,ENSG00000230309,somethw,-1.0,-1.0,-1.0
37160,ENSG00000201662,somethw,-1.0,-1.0,-1.0
37161,ENSG00000175879,somethw,-1.0,-1.0,-1.0
37162,ENSG00000199394,somethw,-1.0,-1.0,-1.0
37163,ENSG00000164219,somethw,-1.0,-1.0,-1.0
37164,ENSG00000222609,somethw,-1.0,-1.0,-1.0
37165,ENSG00000109180,somethw,-1.0,-1.0,-1.0
37166,ENSG00000279803,somethw,-1.0,-1.0,-1.0
37167,ENSG00000237635,somethw,-1.0,-1.0,-1.0
37168,ENSG00000200554,somethw,-1.0,-1.0,-1.0
37169,ENSG00000276597,somethw,-1.0,-1.0,-1.0
37170,ENSG00000224702,somethw,-1.0,-1.0,-1.0
37171,ENSG00000237388,somethw,-1.0,-1.0,-1.0
37172,ENSG00000254255,somethw,-1.0,-1.0,-1.0
37173,ENSG00000267461,somethw,-1.0,-1.0,-1.0
37174,ENSG00000139910,somethw,-1.0,-1.0,-1.0
37175,ENSG00000253880,somethw,-1.0,-1.0,-1.0
37176,ENSG00000230069,somethw,-1.0,-1.0,-1.0
37177,ENSG00000108797,somethw,-1.0,-1.0,-1.0
37178,ENSG00000270959,somethw,-1.0,-1.0,-1.0
37179,ENSG00000213393,somethw,-1.0,-1.0,-1.0
37180,ENSG00000256980,somethw,-1.0,-1.0,-1.0
37181,ENSG00000259069,somethw,-1.0,-1.0,-1.0
37182,ENSG00000261114,somethw,-1.0,-1.0,-1.0
37183,ENSG00000270157,somethw,-1.0,-1.0,-1.0
37184,ENSG00000188112,somethw,-1.0,-1.0,-1.0
37185,ENSG00000237110,somethw,-1.0,-1.0,-1.0
37186,ENSG00000177025,somethw,-1.0,-1.0,-1.0
37187,ENSG00000176979,somethw,-1.0,-1.0,-1.0
37188,ENSG00000222788,somethw,-1.0,-1.0,-1.0
37189,ENSG00000261781,somethw,-1.0,-1.0,-1.0
37190,ENSG00000120738,somethw,-1.0,-1.0,-1.0
37191,ENSG00000143207,somethw,-1.0,-1.0,-1.0
37192,ENSG00000253262,somethw,-1.0,-1.0,-1.0
37193,ENSG00000248966,somethw,-1.0,-1.0,-1.0
37194,ENSG00000162852,somethw,-1.0,-1.0,-1.0
37195,ENSG00000175514,somethw,-1.0,-1.0,-1.0
37196,ENSG00000229282,somethw,-1.0,-1.0,-1.0
37197,ENSG00000227160,somethw,-1.0,-1.0,-1.0
37198,ENSG00000274478,somethw,-1.0,-1.0,-1.0
37199,ENSG00000211710,somethw,-1.0,-1.0,-1.0
37200,ENSG00000200355,somethw,-1.0,-1.0,-1.0
37201,ENSG00000174173,somethw,-1.0,-1.0,-1.0
37202,ENSG00000255358,somethw,-1.0,-1.0,-1.0
37203,ENSG00000241884,somethw,-1.0,-1.0,-1.0
37204,ENSG00000277315,somethw,-1.0,-1.0,-1.0
37205,ENSG00000237994,somethw,-1.0,-1.0,-1.0
37206,ENSG00000206896,somethw,-1.0,-1.0,-1.0
37207,ENSG00000236430,somethw,-1.0,-1.0,-1.0
37208,ENSG00000148719,somethw,-1.0,-1.0,-1.0
37209,ENSG00000014164,somethw,-1.0,-1.0,-1.0
37210,ENSG00000256699,somethw,-1.0,-1.0,-1.0
37211,ENSG00000267520,somethw,-1.0,-1.0,-1.0
37212,ENSG00000214919,somethw,-1.0,-1.0,-1.0
37213,ENSG00000250324,somethw,-1.0,-1.0,-1.0
37214,ENSG00000199520,somethw,-1.0,-1.0,-1.0
37215,ENSG00000050426,somethw,-1.0,-1.0,-1.0
37216,ENSG00000269826,somethw,-1.0,-1.0,-1.0
37217,ENSG00000117318,somethw,-1.0,-1.0,-1.0
37218,ENSG00000268392,somethw,-1.0,-1.0,-1.0
37219,ENSG00000254376,somethw,-1.0,-1.0,-1.0
37220,ENSG00000237221,somethw,-1.0,-1.0,-1.0
37221,ENSG00000171574,somethw,-1.0,-1.0,-1.0
37222,ENSG00000212280,somethw,-1.0,-1.0,-1.0
37223,ENSG00000225399,somethw,-1.0,-1.0,-1.0
37224,ENSG00000253934,somethw,-1.0,-1.0,-1.0
37225,ENSG00000143125,somethw,-1.0,-1.0,-1.0
37226,ENSG00000197934,somethw,-1.0,-1.0,-1.0
37227,ENSG00000248802,somethw,-1.0,-1.0,-1.0
37228,ENSG00000207732,somethw,-1.0,-1.0,-1.0
37229,ENSG00000184056,somethw,-1.0,-1.0,-1.0
37230,ENSG00000236601,somethw,-1.0,-1.0,-1.0
37231,ENSG00000201499,somethw,-1.0,-1.0,-1.0
37232,ENSG00000249695,somethw,-1.0,-1.0,-1.0
37233,ENSG00000130635,somethw,-1.0,-1.0,-1.0
37234,ENSG00000278595,somethw,-1.0,-1.0,-1.0
37235,ENSG00000238001,somethw,-1.0,-1.0,-1.0
37236,ENSG00000227611,somethw,-1.0,-1.0,-1.0
37237,ENSG00000103479,somethw,-1.0,-1.0,-1.0
37238,ENSG00000229303,somethw,-1.0,-1.0,-1.0
37239,ENSG00000187555,somethw,-1.0,-1.0,-1.0
37240,ENSG00000255464,somethw,-1.0,-1.0,-1.0
37241,ENSG00000202125,somethw,-1.0,-1.0,-1.0
37242,ENSG00000233626,somethw,-1.0,-1.0,-1.0
37243,ENSG00000054118,somethw,-1.0,-1.0,-1.0
37244,ENSG00000239282,somethw,-1.0,-1.0,-1.0
37245,ENSG00000256040,somethw,-1.0,-1.0,-1.0
37246,ENSG00000269483,somethw,-1.0,-1.0,-1.0
37247,ENSG00000221563,somethw,-1.0,-1.0,-1.0
37248,ENSG00000273254,somethw,-1.0,-1.0,-1.0
37249,ENSG00000120949,somethw,-1.0,-1.0,-1.0
37250,ENSG00000255047,somethw,-1.0,-1.0,-1.0
37251,ENSG00000225196,somethw,-1.0,-1.0,-1.0
37252,ENSG00000105953,somethw,-1.0,-1.0,-1.0
37253,ENSG00000259688,somethw,-1.0,-1.0,-1.0
37254,ENSG00000214846,somethw,-1.0,-1.0,-1.0
37255,ENSG00000113387,somethw,-1.0,-1.0,-1.0
37256,ENSG00000267395,somethw,-1.0,-1.0,-1.0
37257,ENSG00000264040,somethw,-1.0,-1.0,-1.0
37258,ENSG00000237128,somethw,-1.0,-1.0,-1.0
37259,ENSG00000256278,somethw,-1.0,-1.0,-1.0
37260,ENSG00000264494,somethw,-1.0,-1.0,-1.0
37261,ENSG00000121210,somethw,-1.0,-1.0,-1.0
37262,ENSG00000253406,somethw,-1.0,-1.0,-1.0
37263,ENSG00000212721,somethw,-1.0,-1.0,-1.0
37264,ENSG00000252212,somethw,-1.0,-1.0,-1.0
37265,ENSG00000277790,somethw,-1.0,-1.0,-1.0
